"c(2, 4)"
"c(2, 5)"
"c(2, 6)"
"c(2, 7)"
"c(2, 9)"
"c(2, 10)"
"c(2, 12)"
"c(2, 13)"
"c(2, 14)"
"c(2, 15)"
"c(2, 17)"
"c(2, 18)"
"c(2, 19)"
"c(2, 20)"
"c(4, 5)"
"c(4, 6)"
"c(4, 7)"
"c(4, 9)"
"c(4, 10)"
"c(4, 12)"
"c(4, 13)"
"c(4, 14)"
"c(4, 15)"
"c(4, 17)"
"c(4, 18)"
"c(4, 19)"
"c(4, 20)"
"c(5, 6)"
"c(5, 7)"
"c(5, 9)"
"c(5, 10)"
"c(5, 12)"
"c(5, 13)"
"c(5, 14)"
"c(5, 15)"
"c(5, 17)"
"c(5, 18)"
"c(5, 19)"
"c(5, 20)"
"c(6, 7)"
"c(6, 9)"
"c(6, 10)"
"c(6, 12)"
"c(6, 13)"
"c(6, 14)"
"c(6, 15)"
"c(6, 17)"
"c(6, 18)"
"c(6, 19)"
"c(6, 20)"
"c(7, 9)"
"c(7, 10)"
"c(7, 12)"
"c(7, 13)"
"c(7, 14)"
"c(7, 15)"
"c(7, 17)"
"c(7, 18)"
"c(7, 19)"
"c(7, 20)"
"c(9, 10)"
"c(9, 12)"
"c(9, 13)"
"c(9, 14)"
"c(9, 15)"
"c(9, 17)"
"c(9, 18)"
"c(9, 19)"
"c(9, 20)"
"c(10, 12)"
"c(10, 13)"
"c(10, 14)"
"c(10, 15)"
"c(10, 17)"
"c(10, 18)"
"c(10, 19)"
"c(10, 20)"
"c(12, 13)"
"c(12, 14)"
"c(12, 15)"
"c(12, 17)"
"c(12, 18)"
"c(12, 19)"
"c(12, 20)"
"c(13, 14)"
"c(13, 15)"
"c(13, 17)"
"c(13, 18)"
"c(13, 19)"
"c(13, 20)"
"c(14, 15)"
"c(14, 17)"
"c(14, 18)"
"c(14, 19)"
"c(14, 20)"
"c(15, 17)"
"c(15, 18)"
"c(15, 19)"
"c(15, 20)"
"c(17, 18)"
"c(17, 19)"
"c(17, 20)"
"c(18, 19)"
"c(18, 20)"
"c(19, 20)"
"c(2, 4, 5)"
"c(2, 4, 6)"
"c(2, 4, 7)"
"c(2, 4, 9)"
"c(2, 4, 10)"
"c(2, 4, 12)"
"c(2, 4, 13)"
"c(2, 4, 14)"
"c(2, 4, 15)"
"c(2, 4, 17)"
"c(2, 4, 18)"
"c(2, 4, 19)"
"c(2, 4, 20)"
"c(2, 5, 6)"
"c(2, 5, 7)"
"c(2, 5, 9)"
"c(2, 5, 10)"
"c(2, 5, 12)"
"c(2, 5, 13)"
"c(2, 5, 14)"
"c(2, 5, 15)"
"c(2, 5, 17)"
"c(2, 5, 18)"
"c(2, 5, 19)"
"c(2, 5, 20)"
"c(2, 6, 7)"
"c(2, 6, 9)"
"c(2, 6, 10)"
"c(2, 6, 12)"
"c(2, 6, 13)"
"c(2, 6, 14)"
"c(2, 6, 15)"
"c(2, 6, 17)"
"c(2, 6, 18)"
"c(2, 6, 19)"
"c(2, 6, 20)"
"c(2, 7, 9)"
"c(2, 7, 10)"
"c(2, 7, 12)"
"c(2, 7, 13)"
"c(2, 7, 14)"
"c(2, 7, 15)"
"c(2, 7, 17)"
"c(2, 7, 18)"
"c(2, 7, 19)"
"c(2, 7, 20)"
"c(2, 9, 10)"
"c(2, 9, 12)"
"c(2, 9, 13)"
"c(2, 9, 14)"
"c(2, 9, 15)"
"c(2, 9, 17)"
"c(2, 9, 18)"
"c(2, 9, 19)"
"c(2, 9, 20)"
"c(2, 10, 12)"
"c(2, 10, 13)"
"c(2, 10, 14)"
"c(2, 10, 15)"
"c(2, 10, 17)"
"c(2, 10, 18)"
"c(2, 10, 19)"
"c(2, 10, 20)"
"c(2, 12, 13)"
"c(2, 12, 14)"
"c(2, 12, 15)"
"c(2, 12, 17)"
"c(2, 12, 18)"
"c(2, 12, 19)"
"c(2, 12, 20)"
"c(2, 13, 14)"
"c(2, 13, 15)"
"c(2, 13, 17)"
"c(2, 13, 18)"
"c(2, 13, 19)"
"c(2, 13, 20)"
"c(2, 14, 15)"
"c(2, 14, 17)"
"c(2, 14, 18)"
"c(2, 14, 19)"
"c(2, 14, 20)"
"c(2, 15, 17)"
"c(2, 15, 18)"
"c(2, 15, 19)"
"c(2, 15, 20)"
"c(2, 17, 18)"
"c(2, 17, 19)"
"c(2, 17, 20)"
"c(2, 18, 19)"
"c(2, 18, 20)"
"c(2, 19, 20)"
"c(4, 5, 6)"
"c(4, 5, 7)"
"c(4, 5, 9)"
"c(4, 5, 10)"
"c(4, 5, 12)"
"c(4, 5, 13)"
"c(4, 5, 14)"
"c(4, 5, 15)"
"c(4, 5, 17)"
"c(4, 5, 18)"
"c(4, 5, 19)"
"c(4, 5, 20)"
"c(4, 6, 7)"
"c(4, 6, 9)"
"c(4, 6, 10)"
"c(4, 6, 12)"
"c(4, 6, 13)"
"c(4, 6, 14)"
"c(4, 6, 15)"
"c(4, 6, 17)"
"c(4, 6, 18)"
"c(4, 6, 19)"
"c(4, 6, 20)"
"c(4, 7, 9)"
"c(4, 7, 10)"
"c(4, 7, 12)"
"c(4, 7, 13)"
"c(4, 7, 14)"
"c(4, 7, 15)"
"c(4, 7, 17)"
"c(4, 7, 18)"
"c(4, 7, 19)"
"c(4, 7, 20)"
"c(4, 9, 10)"
"c(4, 9, 12)"
"c(4, 9, 13)"
"c(4, 9, 14)"
"c(4, 9, 15)"
"c(4, 9, 17)"
"c(4, 9, 18)"
"c(4, 9, 19)"
"c(4, 9, 20)"
"c(4, 10, 12)"
"c(4, 10, 13)"
"c(4, 10, 14)"
"c(4, 10, 15)"
"c(4, 10, 17)"
"c(4, 10, 18)"
"c(4, 10, 19)"
"c(4, 10, 20)"
"c(4, 12, 13)"
"c(4, 12, 14)"
"c(4, 12, 15)"
"c(4, 12, 17)"
"c(4, 12, 18)"
"c(4, 12, 19)"
"c(4, 12, 20)"
"c(4, 13, 14)"
"c(4, 13, 15)"
"c(4, 13, 17)"
"c(4, 13, 18)"
"c(4, 13, 19)"
"c(4, 13, 20)"
"c(4, 14, 15)"
"c(4, 14, 17)"
"c(4, 14, 18)"
"c(4, 14, 19)"
"c(4, 14, 20)"
"c(4, 15, 17)"
"c(4, 15, 18)"
"c(4, 15, 19)"
"c(4, 15, 20)"
"c(4, 17, 18)"
"c(4, 17, 19)"
"c(4, 17, 20)"
"c(4, 18, 19)"
"c(4, 18, 20)"
"c(4, 19, 20)"
"c(5, 6, 7)"
"c(5, 6, 9)"
"c(5, 6, 10)"
"c(5, 6, 12)"
"c(5, 6, 13)"
"c(5, 6, 14)"
"c(5, 6, 15)"
"c(5, 6, 17)"
